title,links
Open problem: Violation of locality for Schrödinger operators with complex potentials,https://arxiv.org/abs/2512.24479
A New Paradigm For Scattering Theory of Linear And Nonlinear Waves: Review And Open Problem,https://arxiv.org/abs/1810.08224
Greedy algorithms: a review and open problems,https://arxiv.org/abs/math/0511078
Open Problem: Tight Bounds for Kernelized Multi-Armed Bandits with Bernoulli Rewards,https://arxiv.org/abs/1810.05697
Open Problem: Anytime Convergence Rate of Gradient Descent,https://arxiv.org/abs/1611.01905
Open problems and perspectives on solving Friedrichs systems by Krylov approximation,https://arxiv.org/abs/1803.03947
"Quantum Communication: From Fundamentals to Recent Trends, Challenges and Open Problems",https://arxiv.org/abs/2201.00479
Open Problem: Active Representation Learning,https://arxiv.org/abs/1004.4502
Open problems on relations of numerical semigroups,https://arxiv.org/abs/2011.10700
Progresses on some open problems related to infinitely many symmetries,https://arxiv.org/abs/1804.09966
On some open problems in reliability theory,https://arxiv.org/abs/1001.5122
A systematic approach to Diophantine equations: open problems,https://arxiv.org/abs/1201.5232
Perspective and open problems on birational properties and singularities of moduli scheme of sheaves on surfaces,https://arxiv.org/abs/0705.1381
Selected Open Problems in Continuous-Time Quantum Walks,https://arxiv.org/abs/2309.11837
Protocols for Observational Studies: Methods and Open Problems,https://arxiv.org/abs/1512.05259
Norming Markushevich bases: recent results and open problems,https://arxiv.org/abs/0912.2662
Solution to an open problem on Laplacian ratio,https://arxiv.org/abs/math/0601093
On Li-Lin's open problem,https://arxiv.org/abs/1407.3171
Open Problems within Nonextensive Statistical Mechanics,https://arxiv.org/abs/1805.10452
"Open problems on polynomials, their zero distribution and related questions: 2023",https://arxiv.org/abs/1203.4022
On free curves and related open problems,https://arxiv.org/abs/1601.00083
Hénon maps: a list of open problems,https://arxiv.org/abs/1611.06456
"Stability of Homomorphisms, Coverings and Cocycles II: Examples, Applications and Open problems",https://arxiv.org/abs/2503.18274
A collection of open problems in celebration of Imre Leader's 60th birthday,https://arxiv.org/abs/1305.2864
Stationary solutions of the axially symmetric Einstein-Vlasov system: present status and open problems,https://arxiv.org/abs/1111.1015
A Survey on Physics Informed Reinforcement Learning: Review and Open Problems,https://arxiv.org/abs/2501.14554
Bounded compact and dual compact approximation properties of Hardy spaces: new results and open problems,https://arxiv.org/abs/2110.00655
Open Problem: Polynomial linearly-convergent method for geodesically convex optimization?,https://arxiv.org/abs/0906.5412
"Open problems in deformations of Artinian algebras, Hilbert schemes and around",https://arxiv.org/abs/2310.18163
Optimal Algorithms for Numerical Integration: Recent Results and Open Problems,https://arxiv.org/abs/1907.08935
Open Problem: Learning with Variational Objectives on Measures,https://arxiv.org/abs/1601.01616
"NTN-based 6G Localization: Vision, Role of LEOs, and Open Problems",https://arxiv.org/abs/2108.12423
The spectral geometry of hyperbolic and spherical manifolds: analogies and open problems,https://arxiv.org/abs/1704.02904
"Private Information Retrieval and Its Applications: An Introduction, Open Problems, Future Directions",https://arxiv.org/abs/cond-mat/0302550
Geometry of Tensors: Open problems and research directions,https://arxiv.org/abs/1101.4363
Seven open problems in applied combinatorics,https://arxiv.org/abs/1504.05823
The Critical Beta-splitting Random Tree II: Overview and Open Problems,https://arxiv.org/abs/hep-ph/9408235
Open Problem: Optimal Best Arm Identification with Fixed Budget,https://arxiv.org/abs/2203.01387
An open problem on congruences of finite lattices,https://arxiv.org/abs/1309.5366
"Control of multi-agent systems: results, open problems, and applications",https://arxiv.org/abs/1007.4166
An Overview of Compact Star Populations and Some of Its Open Problems,https://arxiv.org/abs/1003.2968
"Channel Training and Estimation for Reconfigurable Intelligent Surfaces: Exposition of Principles, Approaches, and Open Problems",https://arxiv.org/abs/2008.00922
Physical Layer Security in Satellite Communication: State-of-the-art and Open Problems,https://arxiv.org/abs/2505.01143
"Modeling social resilience: Questions, answers, open problems",https://arxiv.org/abs/0908.3780
Open problems on structure of positively curved projective varieties,https://arxiv.org/abs/1903.07777
Proof of an open problem on the Sombor index,https://arxiv.org/abs/2307.06787
Causal Machine Learning: A Survey and Open Problems,https://arxiv.org/abs/2305.03549
Open Problem: Properly learning decision trees in polynomial time?,https://arxiv.org/abs/1103.4093
Open Problems in Mathematical Biology,https://arxiv.org/abs/1104.0932
Trimer covers in the triangular grid: twenty mostly open problems,https://arxiv.org/abs/1801.05818
On some open problems concerning perfect powers,https://arxiv.org/abs/2602.15512
Geometric Hydrodynamics in Open Problems,https://arxiv.org/abs/2601.14450
Regularity estimates and open problems in kinetic equations,https://arxiv.org/abs/1901.09332
Localizing the Vehicle's Antenna: an Open Problem in 6G Network Sensing,https://arxiv.org/abs/1806.04980
Which nuclear shape generates the strongest attraction on a relativistic electron? An open problem in relativistic quantum mechanics,https://arxiv.org/abs/0805.0089
"Underwater and Air-Water Wireless Communication: State-of-the-art, Channel Characteristics, Security, and Open Problems",https://arxiv.org/abs/1712.01960
"A Survey on Offline Reinforcement Learning: Taxonomy, Review, and Open Problems",https://arxiv.org/abs/1909.13403
Measurement of Energy Spectrum and Elemental Composition of PeV Cosmic Rays: Open Problems and Prospects,https://arxiv.org/abs/0906.2948
The Open Problem of Finding a General Classification of Geodetic Graphs,https://arxiv.org/abs/hep-ex/9808022
Open problems in PDE models for knowledge-based animal movement via nonlocal perception and cognitive mapping,https://arxiv.org/abs/1609.03435
Categorical Torelli theorems: results and open problems,https://arxiv.org/abs/2203.02667
New results and open problems on subgraph centrality,https://arxiv.org/abs/1907.12394
Convergence Rates for the MAP of an Exponential Family and Stochastic Mirror Descent -- an Open Problem,https://arxiv.org/abs/1301.2547
Causal Multi-Agent Reinforcement Learning: Review and Open Problems,https://arxiv.org/abs/2301.03672
A weighted composition semigroup related to three open problems,https://arxiv.org/abs/1009.3729
Open Problem: Tight Online Confidence Intervals for RKHS Elements,https://arxiv.org/abs/2204.06401
Open problems on billiards and geometric optics,https://arxiv.org/abs/1905.01736
"Repeated Games, Optimal Channel Capture, and Open Problems for Slotted Multiple Access",https://arxiv.org/abs/math/9509202
Ramsey theory of homogeneous structures: current trends and open problems,https://arxiv.org/abs/2507.19967
On some open problems concerning strong d-spaces and super H-sober spaces,https://arxiv.org/abs/2203.08026
Open Problems Related to Quantum Query Complexity,https://arxiv.org/abs/2203.13484
Finite-density lattice QCD and sign problem: current status and open problems,https://arxiv.org/abs/2502.19916
Open Problems in Human Trait Genetics,https://arxiv.org/abs/nucl-ex/0612014
"Trends, Directions for Further Research, and Some Open Problems of Fractional Calculus",https://arxiv.org/abs/0911.5665
Open Problem: Is There an Online Learning Algorithm That Learns Whenever Online Learning Is Possible?,https://arxiv.org/abs/2303.00950
Open problems in the wild McKay correspondence and related fields,https://arxiv.org/abs/1610.01802
"A survey of optimal polynomial approximants, applications to digital filter design, and related open problems",https://arxiv.org/abs/2204.10108
"Hybrid Beamforming for Terahertz Wireless Communications: Challenges, Architectures, and Open Problems",https://arxiv.org/abs/2209.03404
Some open problems in low dimensional dynamical systems,https://arxiv.org/abs/1905.08230
Some Open Problems Regarding the Number of Lines and Slopes in Arrangements that Determine Shapes,https://arxiv.org/abs/2003.11441
Tiling by translates of a function: results and open problems,https://arxiv.org/abs/cond-mat/0512004
Open Problem: Average-Case Hardness of Hypergraphic Planted Clique Detection,https://arxiv.org/abs/2111.05398
Some open problems in the theory of composites,https://arxiv.org/abs/2012.04625
The Lieb-Thirring inequalities: Recent results and open problems,https://arxiv.org/abs/1409.3370
The puzzle of global Double Field Theory: open problems and the case for a Higher Kaluza-Klein perspective,https://arxiv.org/abs/0904.3347
Open Problem: Model Selection for Contextual Bandits,https://arxiv.org/abs/2110.10750
Open problems on Iwahori-Hecke algebras,https://arxiv.org/abs/1205.6103
The solution of an open problem on semigroup inclusion classes,https://arxiv.org/abs/2212.02156
"Offline Reinforcement Learning: Tutorial, Review, and Perspectives on Open Problems",https://arxiv.org/abs/1403.2673
Enabling and Emerging Technologies for Social Distancing: A Comprehensive Survey and Open Problems,https://arxiv.org/abs/2502.16677
Some open problems on well-filtered spaces and sober spaces,https://arxiv.org/abs/2010.10031
A small collection of open problems,https://arxiv.org/abs/1903.09439
Nature-Inspired Optimization Algorithms: Challenges and Open Problems,https://arxiv.org/abs/2508.02433
Five open problems in quantum information,https://arxiv.org/abs/1907.00762
Advances and Open Problems in Federated Learning,https://arxiv.org/abs/2410.09897
Regularity of maximal operators: recent progress and some open problems,https://arxiv.org/abs/physics/0611245
A New Solution to the Rhoades' Open Problem with an Application,https://arxiv.org/abs/2102.01725
Open problems in the Kontsevich graph construction of Poisson bracket symmetries,https://arxiv.org/abs/2603.29571
Answering two open problems on Banks theorem for non-autonomous dynamical systems,https://arxiv.org/abs/cond-mat/0411423
"Evolutionary dynamics of cancer: from epigenetic regulation to cell population dynamics -- mathematical model framework, applications, and open problems",https://arxiv.org/abs/hep-ph/0301173
Some open problems in the context of skew PBW extensions and semi-graded rings,https://arxiv.org/abs/1910.11474
Answering An Open Problem on $T$-Norms for Type-2 Fuzzy Sets,https://arxiv.org/abs/2503.03439
On Peterson's open problem and representations of the general linear groups,https://arxiv.org/abs/0711.4132
Interesting Open Problem Related to Complexity of Computing the Fourier Transform and Group Theory,https://arxiv.org/abs/cond-mat/0305544
Open problems in the spectral theory of signed graphs,https://arxiv.org/abs/1710.07556
Open Problem: The Oracle Complexity of Convex Optimization with Limited Memory,https://arxiv.org/abs/1003.3127
Some Open Problems in Sasaki Geometry,https://arxiv.org/abs/2008.03394
Open problems in wavelet theory,https://arxiv.org/abs/2107.07073
"Stationary Markovian Arrival Processes, Results and Open Problems",https://arxiv.org/abs/1907.05053
Geodesic Nets: Some Examples and Open Problems,https://arxiv.org/abs/2604.22999
Mathematical open problems in Projected Entangled Pair States,https://arxiv.org/abs/1506.05060
Symmetric functions in superspace: a compendium of results and open problems (including a SageMath worksheet),https://arxiv.org/abs/2502.02940
Open problems on classical de Sitter solutions,https://arxiv.org/abs/0809.1192
Open Problems for Painlevé Equations,https://arxiv.org/abs/2602.12896
Solution of an Open Problem about Two Families of Orthogonal Polynomials,https://arxiv.org/abs/1809.06129
On an open problem about a class of optimal ternary cyclic codes,https://arxiv.org/abs/math/0512293
The Third Boundary Value Problem of Potential Theory for the Exterior Ball and the Approximation behaviour of the solution; a Novel Open Problem,https://arxiv.org/abs/2507.18602
Steinberg groups for Jordan pairs - an introduction with open problems,https://arxiv.org/abs/1112.5632
$G_2$-instantons on noncompact $G_2$-manifolds: results and open problems,https://arxiv.org/abs/1509.07048
Open Problems in Engineering and Quality Assurance of Safety Critical Machine Learning Systems,https://arxiv.org/abs/1506.05345
Recent Theoretical Advances and Open Problems in Nuclear Cluster Physics,https://arxiv.org/abs/2601.20693
The Statistical Model of Nuclear Reactions: Open Problems,https://arxiv.org/abs/2507.14986
Boundary and Defect CFT: Open Problems and Applications,https://arxiv.org/abs/quant-ph/0512248
Initial boundary value problem for Korteweg-de Vries equation: a review and open problems,https://arxiv.org/abs/1805.05097
"A Brief Chronicle of the Levi (Hartogs' Inverse) Problem, Coherence and an Open Problem",https://arxiv.org/abs/1705.00480
Some open problems on holomorphic foliation theory,https://arxiv.org/abs/1608.07993
Current Trends and Open Problems in Arithmetic Dynamics,https://arxiv.org/abs/0708.2854
VADU 2018 Open Problem Session,https://arxiv.org/abs/1910.13891
"Weil sums of binomials: properties, applications, and open problems",https://arxiv.org/abs/2409.09992
On an open problem of Skiba,https://arxiv.org/abs/1304.7181
$P$-Matchings in Graphs: A Brief Survey with Some Open Problems,https://arxiv.org/abs/1910.12304
Short note on an open problem,https://arxiv.org/abs/1403.0923
Progress and open problems in evolutionary dynamics,https://arxiv.org/abs/1609.08603
"Open Problems, Questions, and Challenges in Finite-Dimensional Integrable Systems",https://arxiv.org/abs/quant-ph/0411037
Associated forms: current progress and open problems,https://arxiv.org/abs/2106.06434
Nonsingular Block Graphs: An Open Problem,https://arxiv.org/abs/1406.1819
Open Problem Statement: Minimal Distortion Embeddings of Diversities in $\ell_1$,https://arxiv.org/abs/1711.06906
Open problems in geometry of continued fractions,https://arxiv.org/abs/0901.2612
Open problem on $σ$-invariant,https://arxiv.org/abs/1710.07508
On an open problem of characterizing the birationality of 4K,https://arxiv.org/abs/1102.3383
Open Problems in Relational Quantum Mechanics,https://arxiv.org/abs/1410.7261
Open problems in mathematical physics,https://arxiv.org/abs/1001.4902
Open problem in orthogonal polynomials,https://arxiv.org/abs/1508.04315
Parameterized complexity of machine scheduling: 15 open problems,https://arxiv.org/abs/2209.04165
Homogeneous manifolds whose geodesics are orbits. Recent results and some open problems,https://arxiv.org/abs/hep-lat/0602011
Revisiting the foundations of the quantum theory of atoms in molecules: Some open problems,https://arxiv.org/abs/math/0604019
Packing parameters in graphs: New bounds and a solution to an open problem,https://arxiv.org/abs/2407.03530
Ten Conferences WORDS: Open Problems and Conjectures,https://arxiv.org/abs/gr-qc/0210063
An open problem concerning operator representations of frames,https://arxiv.org/abs/1002.0907
Some Open Problems in Random Matrix Theory and the Theory of Integrable Systems. II,https://arxiv.org/abs/1512.06873
Some Open Problems on Locally Finite or Locally Nilpotent Derivations and ${\mathcal E}$-Derivations,https://arxiv.org/abs/2406.05777
Two open problems in the fixed point theory of contractive type mappings on first-countable quasimetric spaces,https://arxiv.org/abs/1709.06081
Some Open Problems Concerning Orthogonal Polynomials on Fractals and Related Questions,https://arxiv.org/abs/1701.01017
Some refinements of Hermite-Hadamard inequality and an open problem,https://arxiv.org/abs/1311.3781
Infinity in string cosmology: A review through open problems,https://arxiv.org/abs/math/0603631
"Algebraic functions with Fermat property, eigenvalues of transfer operator and Riemann zeros, and other open problems",https://arxiv.org/abs/1401.0300
Three open problems on the Wijsman topology,https://arxiv.org/abs/1406.2533
Open problems on k-orbit polytopes,https://arxiv.org/abs/hep-th/0104131
Open problems in Banach spaces and measure theory,https://arxiv.org/abs/2505.07873
Report from the Open Problems Session at OPSFA13,https://arxiv.org/abs/1409.2336
The Status of Polycyclic Group-Based Cryptography: A Survey and Open Problems,https://arxiv.org/abs/1810.13385
"Invitation to H-systems in higher dimensions: known results, new facts, and related open problems",https://arxiv.org/abs/2512.19395
Some open problems in mathematical two-dimensional conformal field theory,https://arxiv.org/abs/2507.03972
Syzygies of projective varieties of large degree: recent progress and open problems,https://arxiv.org/abs/0909.1462
Open problems concerning the Holder continuity of the direction of vorticity for the Navier-Stokes equations,https://arxiv.org/abs/2307.12743
Open Problems and Conjectures related to the Theory of Mathematical Quasicrystals,https://arxiv.org/abs/1604.08083
"Jet tomography in heavy-ion collisions -- Challenges, Results, and Open Problems",https://arxiv.org/abs/1001.2956
A proof of an open problem of Yusuke Nishizawa for a power-exponential function,https://arxiv.org/abs/2502.01757
Open problems about sumsets in finite abelian groups: minimum sizes and critical numbers,https://arxiv.org/abs/2111.06944
"The algebra ${\cal A}_q$, $q-$Onsager algebras and coideal subalgebras: two open problems",https://arxiv.org/abs/1304.6552
Some recent results and open problems on sets of lengths of Krull monoids with finite class group,https://arxiv.org/abs/1405.0989
Open problems in pluripotential theory,https://arxiv.org/abs/1805.03334
Mathematical Contributions to the Dynamics of the Josephson Junctions: State of the Art and Open Problems,https://arxiv.org/abs/2012.00813
A solution to Open Problem 3.137 by O. Furdui on multiple factorial series,https://arxiv.org/abs/2201.09150
The solution to an open problem for a caching game,https://arxiv.org/abs/math/9801061
On Kirchhoff type equations with critical Sobolev exponent and Naimen's open problems,https://arxiv.org/abs/1102.2432
A common approach to three open problems in number theory,https://arxiv.org/abs/nucl-th/0107067
Pro-Lie Groups: A survey with Open Problems,https://arxiv.org/abs/1610.04690
"Some consequences of Caristi's fixed point theorem, partial answers to some known open problems and its applications",https://arxiv.org/abs/1910.05622
Challenges and open problems in computational prediction of protein complexes: the case of membrane complexes,https://arxiv.org/abs/0907.0032
Some Open Problems in Optimal AdaBoost and Decision Stumps,https://arxiv.org/abs/1307.6582
"Multiplier sequences, classes of generalized Bessel functions and open problems",https://arxiv.org/abs/1002.4321
"Normal Bandits of Unknown Means and Variances: Asymptotic Optimality, Finite Horizon Regret Bounds, and a Solution to an Open Problem",https://arxiv.org/abs/2303.02529
An answer to an open problem on seminormed fuzzy integral,https://arxiv.org/abs/1404.2655
On Huang and Noor's Open Problem,https://arxiv.org/abs/1912.04977
Convergence theorems for seminormed fuzzy integrals: Solutions to Hutnìk's open problems,https://arxiv.org/abs/1212.5388
New Open Problems Related to Old Conjectures by Helleseth,https://arxiv.org/abs/1711.04535
The solution of Hutník's open problem,https://arxiv.org/abs/hep-ph/9311283
Open problems in gravitational physics,https://arxiv.org/abs/2410.04276
A solution to an open problem on lower against number in graphs,https://arxiv.org/abs/1908.07048
New result and some open problems on the primitive degree of nonnegative tensors,https://arxiv.org/abs/1503.09110
On open problems in polling systems,https://arxiv.org/abs/2403.02907
Discrepancy estimates for sequences: new results and open problems,https://arxiv.org/abs/2509.25446
Regularity Properties of Sectorial Operators: Counterexamples and Open Problems,https://arxiv.org/abs/1107.4419
On Some Open Problems in Many-Electron Theory,https://arxiv.org/abs/2002.03233
On three open problems related to quasi relative interior,https://arxiv.org/abs/astro-ph/0310214
Distinct Distances: Open Problems and Current Bounds,https://arxiv.org/abs/2503.06904
"Bootstrap Algebraic Multigrid: status report, open problems, and outlook",https://arxiv.org/abs/2005.05547
"Variants of the focusing NLS equation. Derivation, justification and open problems related to filamentation",https://arxiv.org/abs/2510.26827
A single impurity in an ideal atomic Fermi gas: current understanding and some open problems,https://arxiv.org/abs/1912.04625
Open problem: Tightness of maximum likelihood semidefinite relaxations,https://arxiv.org/abs/0911.5654
Theoretical descriptions of compound-nuclear reactions: open problems & challenges,https://arxiv.org/abs/2012.13288
Open Problems in Applying Random-Matrix Theory to Nuclear Reactions,https://arxiv.org/abs/2305.10950
Some open problems and conjectures on submanifolds of finite type: recent development,https://arxiv.org/abs/2310.04207
All functions g:N-->N which have a single-fold Diophantine representation are dominated by a limit-computable function f:N\{0}-->N which is implemented in MuPAD and whose computability is an open problem,https://arxiv.org/abs/1501.03136
Open problems and questions about geodesics,https://arxiv.org/abs/1106.1310
Open problems and conjectures on submanifolds of finite type revisited,https://arxiv.org/abs/1603.01856
Major open problems in chaos theory and nonlinear dynamics,https://arxiv.org/abs/hep-ph/9712322
Some open problems,https://arxiv.org/abs/2408.08935
Nonlinear Schrödinger equation on graphs: recent results and open problems,https://arxiv.org/abs/0810.4588
On some open problems in Algebraic logic,https://arxiv.org/abs/2511.06121
Twenty open problems in quantum control,https://arxiv.org/abs/0704.1689
The subset argument and consistency of MLE in GLMM: Answer to an open problem and beyond,https://arxiv.org/abs/2405.17800
Billiard Dynamics: An Updated Survey with the Emphasis on Open Problems,https://arxiv.org/abs/2303.11464
KAM theorems and open problems for infinite dimensional Hamiltonian with short range,https://arxiv.org/abs/1705.08667
Metaheuristic Optimization: Algorithm Analysis and Open Problems,https://arxiv.org/abs/1207.4511
A survey of equivariant map algebras with open problems,https://arxiv.org/abs/cond-mat/9909160
Some open problems on permutation patterns,https://arxiv.org/abs/1802.04481
"Gradings, Braidings, Representations, Paraparticles: some open problems",https://arxiv.org/abs/1712.01450
A solution to an open problem on the Mathieu series posed by Hoorfar and Qi,https://arxiv.org/abs/2101.07796
Open Problems on Information and Feedback Controlled Systems,https://arxiv.org/abs/1904.00483
Rank one and finite rank perturbations - survey and open problems,https://arxiv.org/abs/2010.00746
Open Problems in Analysis of Boolean Functions,https://arxiv.org/abs/2406.03845
"Pure O-sequences: known results, applications, and open problems",https://arxiv.org/abs/2007.00719
Challenges in Truncating the Hierarchy of Time-Dependent Reduced Density Matrices Equations: Open Problems,https://arxiv.org/abs/2302.12308
"Excited random walks: results, methods, open problems",https://arxiv.org/abs/1002.0770
On some open problems in Diophantine approximation,https://arxiv.org/abs/1005.3943
Some Open Problems in Topological Algebra,https://arxiv.org/abs/math/9906194
Some open problems concerning the convergence of positive series,https://arxiv.org/abs/1204.1895
Results and open problems in matchings in regular graphs,https://arxiv.org/abs/2108.09061
"Symmetry and colorings: some results and open problems, II",https://arxiv.org/abs/2012.02524
Open problems in local discrete holomorphic dynamics,https://arxiv.org/abs/1511.00705
A modified star formation law as a solution to open problems in galaxy evolution,https://arxiv.org/abs/2401.02179
Open Problems in the Theory of Ample Fields,https://arxiv.org/abs/2511.20377
Direct search methods for an open problem of optimization in systems and control,https://arxiv.org/abs/1304.0819
Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,https://arxiv.org/abs/1703.04931
Some open problems on multiple ergodic averages,https://arxiv.org/abs/2311.03081
Open problems in Costas arrays,https://arxiv.org/abs/math/0609601
Reminiscence Of An Open Problem: Remarks On Nevanlinna's Four-Value-Theorem,https://arxiv.org/abs/0909.0462
Bimagic Squares of Bimagic Squares and an Open Problem,https://arxiv.org/abs/2504.04521
Recent developments and open problems in linear series,https://arxiv.org/abs/2505.03613
"Status, open problems and prospects of the decay B^+ -> l^+ nu_l",https://arxiv.org/abs/1901.10122
Copolymers at selective interfaces: settled issues and open problems,https://arxiv.org/abs/1010.5587
Recent advances in open billiards with some open problems,https://arxiv.org/abs/2407.06321
Open problems in hot QCD,https://arxiv.org/abs/2210.01580
Open Problems on Central Simple Algebras,https://arxiv.org/abs/1407.1142
Banach spaces and Ramsey Theory: some open problems,https://arxiv.org/abs/2308.04072
Remarks on some open problems in phase-field modelling of solidification,https://arxiv.org/abs/1303.2874
Open problems (for AGNES),https://arxiv.org/abs/2110.01507
"Chebyshev Sets, Klee Sets, and Chebyshev Centers with respect to Bregman Distances: Recent Results and Open Problems",https://arxiv.org/abs/2510.20461
"Mini-Proceedings ECT* Workshop Hadronic Atoms and Kaonic Nuclei - Solved Puzzles, Open Problems and Future Challenges in Theory and Experiment",https://arxiv.org/abs/1607.07787
Nine Solved and Nine Open Problems in Elementary Geometry,https://arxiv.org/abs/2306.11928
Open Problems in $α$ Particle Condensation,https://arxiv.org/abs/1804.03737
Bayesian predictive densities for linear regression models under alpha-divergence loss: some results and open problems,https://arxiv.org/abs/1210.7320
Open Problems in Understanding the Nuclear Chirality,https://arxiv.org/abs/nucl-th/0511045
Open problems in theory of nuclear open quantum systems,https://arxiv.org/abs/0901.1457
Relativistic Jets: Open Problems and Challenges,https://arxiv.org/abs/2208.11124
Open problems in nuclear structure near drip lines,https://arxiv.org/abs/1907.04349
Realistic shell-model calculations: current status and open problems,https://arxiv.org/abs/hep-th/9908189
Open problems in microscopic theory of large-amplitude collective motion,https://arxiv.org/abs/1103.3808
Open problems in nuclear density functional theory,https://arxiv.org/abs/1212.3482
Continuous Variation of Cauchy Data Spaces. Task - Results - Open Problems,https://arxiv.org/abs/2202.11618
A review of results and open problems on mathematical models of motion of viscoelastic media of Jeffreys' type,https://arxiv.org/abs/2410.03976
"Graded commutative algebras: examples, classification, open problems",https://arxiv.org/abs/hep-ph/9810330
Open problems of the conference Automorphisms of Affine Spaces,https://arxiv.org/abs/2501.00971
Some Open Problems Related to Stability,https://arxiv.org/abs/2206.15475
On some open problems on maximal curves,https://arxiv.org/abs/0909.2779
