source,source_id,title,url,year,phrase,extra,original_url,target_url,target_kind,tier,priority_reason,resolver_status,resolver_detail,resolver_candidates
zbmath,600237,Some open problems in the design and use of modern production systems,https://zbmath.org/600237,1991.0,open problems,links=https://doi.org/10.1002/asm.3150070105|http://hdl.handle.net/1903/5193,https://zbmath.org/600237,https://doi.org/10.1002/asm.3150070105,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1002/asm.3150070105"", ""http://hdl.handle.net/1903/5193""]"
zbmath,1531927,Independence results from ZFC in computability theory: Some open problems,https://zbmath.org/1531927,2000.0,open problems,links=nan,https://zbmath.org/1531927,https://zbmath.org/1531927,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7542819,Open problems for critically loaded \(k\)-limited polling systems,https://zbmath.org/7542819,2022.0,open problems,links=https://doi.org/10.1007/s11134-022-09770-x|https://research.tue.nl/nl/publications/da72cbcb-9f72-4d4f-a034-3155d6ad2c32,https://zbmath.org/7542819,https://doi.org/10.1007/s11134-022-09770-x,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/s11134-022-09770-x"", ""https://research.tue.nl/nl/publications/da72cbcb-9f72-4d4f-a034-3155d6ad2c32""]"
zbmath,6149030,Open problems: Applying non-self-adjoint operator techniques to the \(p\)-Laplace non-linear operator in one dimension,https://zbmath.org/6149030,2012.0,open problems,links=https://doi.org/10.1007/s00020-011-1933-9,https://zbmath.org/6149030,https://doi.org/10.1007/s00020-011-1933-9,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/s00020-011-1933-9""]"
zbmath,6241318,On some open problems involving range of vector measures,https://zbmath.org/6241318,2012.0,open problems,links=https://doi.org/10.2298/FIL1205037S,https://zbmath.org/6241318,https://doi.org/10.2298/FIL1205037S,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.2298/FIL1205037S""]"
zbmath,4061018,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/4061018,1988.0,open problems,links=nan,https://zbmath.org/4061018,https://zbmath.org/4061018,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1985614,Two open problems in communication in edge-disjoint paths modes,https://zbmath.org/1985614,1999.0,open problems,links=https://eudml.org/doc/23830,https://zbmath.org/1985614,https://zbmath.org/1985614,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok_no_full_text_candidate,,"[""https://eudml.org/doc/23830""]"
zbmath,6292288,Islands: from coding theory to enumerative combinatorics and to lattice theory -- overview and open problems,https://zbmath.org/6292288,2013.0,open problems,links=nan,https://zbmath.org/6292288,https://zbmath.org/6292288,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7479628,Algebraic structures related to balanced functions on graphs: results and open problems,https://zbmath.org/7479628,2019.0,open problems,links=https://doi.org/10.17654/DM022010075,https://zbmath.org/7479628,https://doi.org/10.17654/DM022010075,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.17654/DM022010075""]"
zbmath,7170304,"Mathematical analysis of the Navier-Stokes equations. Lecture notes given at the CIME school on mathematical analysis of the Navier-Stokes equations: foundations and overview of basic open problems, Cetraro, Italy, September 4--8, 2017",https://zbmath.org/7170304,2020.0,open problems,links=https://doi.org/10.1007/978-3-030-36226-3,https://zbmath.org/7170304,https://doi.org/10.1007/978-3-030-36226-3,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/978-3-030-36226-3""]"
zbmath,6215963,Open problems in veto theory,https://zbmath.org/6215963,2013.0,open problems,links=https://doi.org/10.1142/S0219198913400069,https://zbmath.org/6215963,https://doi.org/10.1142/S0219198913400069,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1142/S0219198913400069""]"
zbmath,7094571,"Open problems in geometric function theory. Proceedings of the 5th international symposium of the Division of Mathematics of the Taniguchi Foundation, Katata, Japan, September 1--6, 1978",https://zbmath.org/7094571,1978.0,open problems,links=nan,https://zbmath.org/7094571,https://zbmath.org/7094571,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,5825879,Open problems,https://zbmath.org/5825879,2010.0,open problems,links=nan,https://zbmath.org/5825879,https://zbmath.org/5825879,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,15164,Choosability in graphs: Some results and open problems. A survey,https://zbmath.org/15164,1989.0,open problems,links=nan,https://zbmath.org/15164,https://zbmath.org/15164,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,5954121,"\(L(2,1)\)-labeling of graphs: known results and open problems",https://zbmath.org/5954121,2011.0,open problems,links=nan,https://zbmath.org/5954121,https://zbmath.org/5954121,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,4099641,On three open problems of Campbell and Leach,https://zbmath.org/4099641,1988.0,open problems,links=nan,https://zbmath.org/4099641,https://zbmath.org/4099641,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,57241,ZZ problems: Conjecture and open problems,https://zbmath.org/57241,1991.0,open problems,links=https://doi.org/10.1007/BF03323196,https://zbmath.org/57241,https://doi.org/10.1007/BF03323196,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/BF03323196""]"
zbmath,7981190,Solutions of two open problems on inequalities involving trigonometric and hyperbolic functions,https://zbmath.org/7981190,2024.0,open problems,links=https://doi.org/10.56754/0719-0646.2603.431,https://zbmath.org/7981190,https://doi.org/10.56754/0719-0646.2603.431,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.56754/0719-0646.2603.431""]"
zbmath,8071251,The mixture of multiple regression equations: open problems,https://zbmath.org/8071251,2025.0,open problems,links=https://doi.org/10.30970/ms.63.2.221-224,https://zbmath.org/8071251,https://doi.org/10.30970/ms.63.2.221-224,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.30970/ms.63.2.221-224""]"
zbmath,1457334,Some results on metric fixed point theory and open problems,https://zbmath.org/1457334,1996.0,open problems,links=nan,https://zbmath.org/1457334,https://zbmath.org/1457334,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7371904,"Moving horizon estimation: open problems, theoretical progress, and new application perspectives",https://zbmath.org/7371904,2020.0,open problems,links=https://doi.org/10.1002/acs.3127,https://zbmath.org/7371904,https://doi.org/10.1002/acs.3127,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1002/acs.3127""]"
zbmath,4119601,Open problems related to axiomatic descriptions of programs,https://zbmath.org/4119601,1989.0,open problems,links=nan,https://zbmath.org/4119601,https://zbmath.org/4119601,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7953944,Post-quantum cryptosystems: open problems and current solutions. Isogeny-based and code-based cryptosystems,https://zbmath.org/7953944,2024.0,open problems,links=https://doi.org/10.33048/daio.2024.31.772|http://mathnet.ru/eng/da1339,https://zbmath.org/7953944,https://doi.org/10.33048/daio.2024.31.772,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.33048/daio.2024.31.772"", ""http://mathnet.ru/eng/da1339""]"
zbmath,7142550,Initial boundary value problems for some nonlinear dispersive models on the half-line: a review and open problems,https://zbmath.org/7142550,2019.0,open problems,links=https://doi.org/10.1007/s40863-019-00144-5,https://zbmath.org/7142550,https://doi.org/10.1007/s40863-019-00144-5,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/s40863-019-00144-5""]"
zbmath,7775598,From comonotone commuting properties of seminormed fuzzy integrals to solving two open problems,https://zbmath.org/7775598,2021.0,open problems,links=https://doi.org/10.1016/j.ins.2021.05.082,https://zbmath.org/7775598,https://doi.org/10.1016/j.ins.2021.05.082,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.ins.2021.05.082""]"
zbmath,149088,Open problems in topology,https://zbmath.org/149088,1992.0,open problems,links=https://doi.org/10.1016/0166-8641(92)90122-G,https://zbmath.org/149088,https://doi.org/10.1016/0166-8641(92)90122-G,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/0166-8641(92)90122-G""]"
zbmath,6570535,"A survey on recent open problems on super \((a,d)\)-edge antimagic total labelings of graphs",https://zbmath.org/6570535,2015.0,open problems,links=nan,https://zbmath.org/6570535,https://zbmath.org/6570535,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1975912,Open problems from the Linz2000 closing session,https://zbmath.org/1975912,2003.0,open problems,links=https://doi.org/10.1016/S0165-0114(02)00569-9|https://works.bepress.com/lawrence_stout/9/download/,https://zbmath.org/1975912,https://doi.org/10.1016/S0165-0114(02)00569-9,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/S0165-0114(02)00569-9"", ""https://works.bepress.com/lawrence_stout/9/download/""]"
zbmath,2125225,"Variational methods: open problems, recent progress, and numerical algorithms. Proceedings of the conference, Northern Arizona University, Flagstaff, AZ, USA, June 5--8, 2002",https://zbmath.org/2125225,2004.0,open problems,links=https://doi.org/10.1090/conm/357,https://zbmath.org/2125225,https://doi.org/10.1090/conm/357,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1090/conm/357""]"
zbmath,7432662,Open problems,https://zbmath.org/7432662,2020.0,open problems,links=https://doi.org/10.4310/ICCM.2020.v8.n2.a7,https://zbmath.org/7432662,https://doi.org/10.4310/ICCM.2020.v8.n2.a7,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.4310/ICCM.2020.v8.n2.a7""]"
zbmath,7310895,Open problems,https://zbmath.org/7310895,2020.0,open problems,links=https://doi.org/10.4310/ICCM.2020.v8.n1.a8,https://zbmath.org/7310895,https://doi.org/10.4310/ICCM.2020.v8.n1.a8,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.4310/ICCM.2020.v8.n1.a8""]"
zbmath,8175555,Some remarks on open problems for Nielsen's beta function,https://zbmath.org/8175555,2025.0,open problems,links=https://doi.org/10.7153/jca-2025-27-09,https://zbmath.org/8175555,https://doi.org/10.7153/jca-2025-27-09,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.7153/jca-2025-27-09""]"
zbmath,5281743,Applications of computational intelligence in biology. Current trends and open problems,https://zbmath.org/5281743,2008.0,open problems,links=nan,https://zbmath.org/5281743,https://zbmath.org/5281743,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,4218953,Open problems in mathematical systems and control theory,https://zbmath.org/4218953,1999.0,open problems,links=nan,https://zbmath.org/4218953,https://zbmath.org/4218953,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7383682,A short survey on open problems in metric fixed point theory and some related results for nonexpansive mappings,https://zbmath.org/7383682,2021.0,open problems,links=https://doi.org/10.1007/s41478-019-00200-5,https://zbmath.org/7383682,https://doi.org/10.1007/s41478-019-00200-5,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/s41478-019-00200-5""]"
zbmath,7916345,New techniques in resolution of singularities: open problems,https://zbmath.org/7916345,2023.0,open problems,links=https://doi.org/10.1007/978-3-031-32115-3_7,https://zbmath.org/7916345,https://doi.org/10.1007/978-3-031-32115-3_7,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/978-3-031-32115-3_7""]"
zbmath,8061500,Five open problems on the Dirichlet-to-Neumann operator with variable coefficients,https://zbmath.org/8061500,2025.0,open problems,links=https://doi.org/10.1007/s00020-025-02796-9,https://zbmath.org/8061500,https://doi.org/10.1007/s00020-025-02796-9,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/s00020-025-02796-9""]"
zbmath,7618122,Preface to the special issue on open problems in concurrency theory,https://zbmath.org/7618122,2023.0,open problems,links=https://doi.org/10.1016/j.jlamp.2022.100823,https://zbmath.org/7618122,https://doi.org/10.1016/j.jlamp.2022.100823,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.jlamp.2022.100823""]"
zbmath,67105,Displacement rank and deconvolution: Applications and open problems,https://zbmath.org/67105,1992.0,open problems,links=nan,https://zbmath.org/67105,https://zbmath.org/67105,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7764079,New insights on a pair of quasi-contractive operators in Banach spaces: results on Jungck type iteration algorithms and proposed open problems,https://zbmath.org/7764079,2024.0,open problems,links=https://doi.org/10.1016/j.matcom.2023.08.026,https://zbmath.org/7764079,https://doi.org/10.1016/j.matcom.2023.08.026,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.matcom.2023.08.026""]"
zbmath,6106305,Analysis of edge detection in bar code symbols: an overview and open problems,https://zbmath.org/6106305,2012.0,open problems,links=https://doi.org/10.1155/2012/758657,https://zbmath.org/6106305,https://doi.org/10.1155/2012/758657,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1155/2012/758657""]"
zbmath,6238858,Open problems and surveys of contemporary mathematics,https://zbmath.org/6238858,2013.0,open problems,links=nan,https://zbmath.org/6238858,https://zbmath.org/6238858,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,6810994,Complex analysis and dynamical systems. New trends and open problems,https://zbmath.org/6810994,2018.0,open problems,links=https://doi.org/10.1007/978-3-319-70154-7,https://zbmath.org/6810994,https://doi.org/10.1007/978-3-319-70154-7,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1007/978-3-319-70154-7""]"
zbmath,67078,Open problems in geometric function theory,https://zbmath.org/67078,1991.0,open problems,links=nan,https://zbmath.org/67078,https://zbmath.org/67078,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,6723087,Two open problems of Day and Wong on left thick subsets and left amenability,https://zbmath.org/6723087,2017.0,open problems,links=https://doi.org/10.1016/j.jmaa.2017.03.070,https://zbmath.org/6723087,https://doi.org/10.1016/j.jmaa.2017.03.070,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.jmaa.2017.03.070""]"
zbmath,5035754,Open problems.,https://zbmath.org/5035754,2006.0,open problems,links=nan,https://zbmath.org/5035754,https://zbmath.org/5035754,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,5149721,Open problems.,https://zbmath.org/5149721,2006.0,open problems,links=nan,https://zbmath.org/5149721,https://zbmath.org/5149721,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,6506923,Editorial for the special issue on open problems in concurrency theory,https://zbmath.org/6506923,2015.0,open problems,links=https://doi.org/10.1016/j.jlamp.2015.10.002,https://zbmath.org/6506923,https://doi.org/10.1016/j.jlamp.2015.10.002,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.jlamp.2015.10.002""]"
zbmath,4182126,Open problems,https://zbmath.org/4182126,1989.0,open problems,links=nan,https://zbmath.org/4182126,https://zbmath.org/4182126,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7944036,Weak and strong convergence theorems for new classes of nonlinear operators in Banach spaces and open problems,https://zbmath.org/7944036,2017.0,open problems,links=nan,https://zbmath.org/7944036,https://zbmath.org/7944036,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7213012,"Introduction to the Applied Probability Society's ``Open problems in applied probability'' session at the INFORMS annual meeting, Phoenix, Arizona, November 4--7, 2018",https://zbmath.org/7213012,2019.0,open problems,links=https://doi.org/10.1287/stsy.2019.0039,https://zbmath.org/7213012,https://doi.org/10.1287/stsy.2019.0039,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1287/stsy.2019.0039""]"
zbmath,7102027,"Open problems in arithmetic algebraic geometry. Based on the presentations at the conference `Arithmetic and geometry of abelian varieties', 1995. With appendices by Frans Oort",https://zbmath.org/7102027,2019.0,open problems,links=nan,https://zbmath.org/7102027,https://zbmath.org/7102027,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,934505,Open problems,https://zbmath.org/934505,1996.0,open problems,links=nan,https://zbmath.org/934505,https://zbmath.org/934505,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,125953,"Open problems (collected by E. Ballico, C. Ciliberto and F. Catanese)",https://zbmath.org/125953,1992.0,open problems,links=nan,https://zbmath.org/125953,https://zbmath.org/125953,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1223538,List of open problems,https://zbmath.org/1223538,1998.0,open problems,links=nan,https://zbmath.org/1223538,https://zbmath.org/1223538,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,749567,Open problems,https://zbmath.org/749567,1995.0,open problems,links=https://doi.org/10.1002/rsa.3240060224,https://zbmath.org/749567,https://doi.org/10.1002/rsa.3240060224,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1002/rsa.3240060224""]"
zbmath,923917,A list of open problems,https://zbmath.org/923917,1992.0,open problems,links=nan,https://zbmath.org/923917,https://zbmath.org/923917,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,923963,Open problems,https://zbmath.org/923963,1993.0,open problems,links=nan,https://zbmath.org/923963,https://zbmath.org/923963,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1103093,On optimal filtering of morphologically smooth discrete random sets and related open problems,https://zbmath.org/1103093,1997.0,open problems,links=nan,https://zbmath.org/1103093,https://zbmath.org/1103093,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,691494,Open problems and conjectures,https://zbmath.org/691494,1994.0,open problems,links=nan,https://zbmath.org/691494,https://zbmath.org/691494,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,426150,Open problems and conjectures,https://zbmath.org/426150,1993.0,open problems,links=nan,https://zbmath.org/426150,https://zbmath.org/426150,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1509436,"Computability theory and its applications. Current trends and open problems. Proceedings of a 1999 AMS-IMS-SIAM joint summer research conference, Boulder, CO, USA, June 13--17, 1999",https://zbmath.org/1509436,2000.0,open problems,links=https://doi.org/10.1090/conm/257,https://zbmath.org/1509436,https://doi.org/10.1090/conm/257,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1090/conm/257""]"
zbmath,5798797,"Proceedings of the 2007 conference on variational and topological methods: Theory, applications, numerical simulations, and open problems, Flagstaff, AZ, USA, May 23--27, 2007.",https://zbmath.org/5798797,2010.0,open problems,links=nan,https://zbmath.org/5798797,https://zbmath.org/5798797,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,747048,Random graphs '89: Open problems,https://zbmath.org/747048,1992.0,open problems,links=nan,https://zbmath.org/747048,https://zbmath.org/747048,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,4147069,Open problems,https://zbmath.org/4147069,1988.0,open problems,links=nan,https://zbmath.org/4147069,https://zbmath.org/4147069,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,4204391,Random graphs '87: Open problems,https://zbmath.org/4204391,1990.0,open problems,links=nan,https://zbmath.org/4204391,https://zbmath.org/4204391,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,3959589,Open problems,https://zbmath.org/3959589,1984.0,open problems,links=nan,https://zbmath.org/3959589,https://zbmath.org/3959589,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,4016953,Random graphs '85: open problems,https://zbmath.org/4016953,1987.0,open problems,links=nan,https://zbmath.org/4016953,https://zbmath.org/4016953,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,2194803,"Special issue: Process algebra. Selected papers based on the presentation at the workshop on `Process algebra: open problems and future directions', Bertinori, Italy, July 21--25, 2003.",https://zbmath.org/2194803,2005.0,open problems,links=https://doi.org/10.1016/j.tcs.2005.01.013,https://zbmath.org/2194803,https://doi.org/10.1016/j.tcs.2005.01.013,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/j.tcs.2005.01.013""]"
zbmath,5832074,Open problems from the environment zoo. Processes of problem solving and modelling of elementary school students with respect to open reality-related problems,https://zbmath.org/5832074,2010.0,open problems,links=nan,https://zbmath.org/5832074,https://zbmath.org/5832074,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,3515418,Information theory. New trends and open problems,https://zbmath.org/3515418,1975.0,open problems,links=nan,https://zbmath.org/3515418,https://zbmath.org/3515418,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,1199720,"The foundations of quantum mechanics. Historical analysis and open problems. Papers from the conference, Camerino, Italy, October 31--November 3, 1988.",https://zbmath.org/1199720,1991.0,open problems,links=nan,https://zbmath.org/1199720,https://zbmath.org/1199720,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,3881292,"Open problems, presented at the sixth seminar Poland-GDR on operator ideals and geometry of Banach spaces, Georgenthal, April 2-11, 1984",https://zbmath.org/3881292,1984.0,open problems,links=nan,https://zbmath.org/3881292,https://zbmath.org/3881292,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,7094594,"Open problems in algebraic groups. Conference on algebraic groups and their representations, Katata, Japan, August 29 -- September 3, 1983. Proceedings of the 12th Taniguchi international symposium",https://zbmath.org/7094594,1983.0,open problems,links=nan,https://zbmath.org/7094594,https://zbmath.org/7094594,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,915208,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/915208,1996.0,open problem,links=https://doi.org/10.1080/10236199608808045,https://zbmath.org/915208,https://doi.org/10.1080/10236199608808045,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1080/10236199608808045""]"
zbmath,3345172,A solution to an open problem by Knuth,https://zbmath.org/3345172,1970.0,open problem,links=https://doi.org/10.1016/S0019-9958(70)90379-7,https://zbmath.org/3345172,https://doi.org/10.1016/S0019-9958(70)90379-7,doi,second_tier,zbmath resolved only to DOI/landing page,api_ok,,"[""https://doi.org/10.1016/S0019-9958(70)90379-7""]"
zbmath,3630305,A basic open problem in the theory of elastic stability,https://zbmath.org/3630305,1976.0,open problem,links=nan,https://zbmath.org/3630305,https://zbmath.org/3630305,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
zbmath,125335,The Bishop-Phelps theorem in complex spaces: An open problem,https://zbmath.org/125335,1992.0,open problem,links=nan,https://zbmath.org/125335,https://zbmath.org/125335,zbmath_metadata,second_tier,zbmath had no arxiv/pdf candidate,api_ok,,[]
