source,source_id,title,url,year,phrase,extra,original_url,target_url,target_kind,tier,priority_reason,resolver_status,resolver_detail,resolver_candidates
zbmath,6542315,Mathematical contributions to the dynamics of the Josephson junctions: state of the art and open problems,https://zbmath.org/6542315,2015.0,open problems,links=https://arxiv.org/abs/1509.03054,https://zbmath.org/6542315,https://arxiv.org/pdf/1509.03054.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1509.03054""]"
zbmath,902573316,Open problems in one-parameter operator semigroups theory,https://zbmath.org/902573316,2024.0,open problems,links=https://arxiv.org/abs/2410.00416,https://zbmath.org/902573316,https://arxiv.org/pdf/2410.00416.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2410.00416""]"
zbmath,8121764,"Queueing, predictions, and large language models: challenges and open problems",https://zbmath.org/8121764,2025.0,open problems,links=https://doi.org/10.1287/stsy.2025.0106|https://arxiv.org/abs/2503.07545,https://zbmath.org/8121764,https://arxiv.org/pdf/2503.07545.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1287/stsy.2025.0106"", ""https://arxiv.org/abs/2503.07545""]"
zbmath,902857517,A gallery of open problems in geometry that keep me puzzled and amused,https://zbmath.org/902857517,2025.0,open problems,links=https://arxiv.org/abs/2510.11908,https://zbmath.org/902857517,https://arxiv.org/pdf/2510.11908.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2510.11908""]"
zbmath,900582091,An open problem on congruences of finite lattices,https://zbmath.org/900582091,2023.0,open problem,links=https://arxiv.org/abs/2303.00699,https://zbmath.org/900582091,https://arxiv.org/pdf/2303.00699.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2303.00699""]"
zbmath,900565963,The Open Problem of Finding a General Classification of Geodetic Graphs,https://zbmath.org/900565963,2022.0,open problem,links=https://doi.org/10.5281/zenodo.6861196|https://arxiv.org/abs/2202.10663,https://zbmath.org/900565963,https://arxiv.org/pdf/2202.10663.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.5281/zenodo.6861196"", ""https://arxiv.org/abs/2202.10663""]"
zbmath,7334731,Answering an open problem on t-norms for type-2 fuzzy sets,https://zbmath.org/7334731,2020.0,open problem,links=https://doi.org/10.1016/j.ins.2020.03.001|https://arxiv.org/abs/1907.12394,https://zbmath.org/7334731,https://arxiv.org/pdf/1907.12394.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.ins.2020.03.001"", ""https://arxiv.org/abs/1907.12394""]"
zbmath,6365717,An open problem of Ljubomir Iliev related to the Mittag-Leffler function and fractional calculus operators,https://zbmath.org/6365717,2013.0,open problem,links=http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf,https://zbmath.org/6365717,http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://www.math.bas.bg/complan/caa13/pdfdoc/CAA13_Proc_EBook.pdf""]"
zbmath,6529968,Open problem 1: Are Palmore's ``ignored estimates'' on the number of planar central configurations correct?,https://zbmath.org/6529968,2015.0,open problem,links=https://doi.org/10.1007/s12346-015-0170-z|https://arxiv.org/abs/1501.00694|https://hal.science/hal-01202661,https://zbmath.org/6529968,https://arxiv.org/pdf/1501.00694.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s12346-015-0170-z"", ""https://arxiv.org/abs/1501.00694"", ""https://hal.science/hal-01202661""]"
zbmath,6549731,All functions \(g:\mathbb N\to\mathbb N\) which have a single-fold Diophantine representation are dominated by a limit-computable function \(f:\mathbb N\backslash\{0\}\to\mathbb N\) which is implemented in MuPAD and whose computability is an open problem,https://zbmath.org/6549731,2015.0,open problem,links=https://doi.org/10.1007/978-3-319-18275-9_24|https://arxiv.org/abs/1309.2682,https://zbmath.org/6549731,https://arxiv.org/pdf/1309.2682.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-3-319-18275-9_24"", ""https://arxiv.org/abs/1309.2682""]"
zbmath,902635475,Solutions for certain Fermat-type PDDEs concerning an open problem of Xu and Wang,https://zbmath.org/902635475,2024.0,open problem,links=https://arxiv.org/abs/2412.19338,https://zbmath.org/902635475,https://arxiv.org/pdf/2412.19338.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2412.19338""]"
zbmath,6309398,A solution to an open problem on Mathieu series posed by Hoorfar and Qi,https://zbmath.org/6309398,2012.0,open problem,links=https://arxiv.org/abs/1207.5219|http://journals.math.ac.vn/acta/images/stories/pdf1/Vol_37_No_3/Bai1_Nemes_Acta_10_80.pdf,https://zbmath.org/6309398,https://arxiv.org/pdf/1207.5219.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1207.5219"", ""http://journals.math.ac.vn/acta/images/stories/pdf1/Vol_37_No_3/Bai1_Nemes_Acta_10_80.pdf""]"
zbmath,5267005,"Deferred acceptance algorithms: history, theory, practice, and open questions",https://zbmath.org/5267005,2008.0,open questions,links=https://doi.org/10.1007/s00182-008-0117-6|http://papers.nber.org/papers/w13225.pdf,https://zbmath.org/5267005,http://papers.nber.org/papers/w13225.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.1007/s00182-008-0117-6"", ""http://papers.nber.org/papers/w13225.pdf""]"
zbmath,5728576,Basic properties of strong mixing conditions. A survey and some open questions,https://zbmath.org/5728576,2005.0,open questions,links=https://doi.org/10.1214/154957805100000104|https://arxiv.org/abs/math/0511078|https://eudml.org/doc/223765|http://www.emis.de/46808,https://zbmath.org/5728576,https://arxiv.org/pdf/math/0511078.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1214/154957805100000104"", ""https://arxiv.org/abs/math/0511078"", ""https://eudml.org/doc/223765"", ""http://www.emis.de/46808""]"
zbmath,7217531,A max-type recursive model: some properties and open questions,https://zbmath.org/7217531,2019.0,open questions,links=https://doi.org/10.1007/978-981-15-0302-3_6|https://arxiv.org/abs/1705.04787,https://zbmath.org/7217531,https://arxiv.org/pdf/1705.04787.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/978-981-15-0302-3_6"", ""https://arxiv.org/abs/1705.04787""]"
zbmath,1942009,Open questions in high energy spin physics,https://zbmath.org/1942009,2003.0,open questions,links=https://doi.org/10.1142/S0217751X03014459|https://arxiv.org/abs/hep-ph/0201068,https://zbmath.org/1942009,https://arxiv.org/pdf/hep-ph/0201068.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1142/S0217751X03014459"", ""https://arxiv.org/abs/hep-ph/0201068""]"
zbmath,6642290,An affirmative answer to the open questions on the viscosity approximation methods for nonexpansive mappings in CAT(0) spaces,https://zbmath.org/6642290,2016.0,open questions,links=https://doi.org/10.22436/jnsa.009.06.94|https://www.isr-publications.com/jnsa/articles-2706-an-affirmative-answer-to-the-open-questions-on-the-viscosity-approximation-methods-for-nonexpansive-mappings-in-cat0-spaces|http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf,https://zbmath.org/6642290,http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://doi.org/10.22436/jnsa.009.06.94"", ""https://www.isr-publications.com/jnsa/articles-2706-an-affirmative-answer-to-the-open-questions-on-the-viscosity-approximation-methods-for-nonexpansive-mappings-in-cat0-spaces"", ""http://www.tjnsa.com/includes/files/articles/Vol9_Iss6_4563--4570_An_affirmative_answer_to_the_open_q.pdf""]"
zbmath,7945806,On two open questions for extension bundles,https://zbmath.org/7945806,2025.0,open questions,links=https://doi.org/10.1016/j.jalgebra.2024.08.015|https://arxiv.org/abs/2401.02179,https://zbmath.org/7945806,https://arxiv.org/pdf/2401.02179.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.jalgebra.2024.08.015"", ""https://arxiv.org/abs/2401.02179""]"
zbmath,900576183,Concrete examples of the rate of convergence of Chernoff approximations: numerical results for the heat semigroup and open questions on them (with appendix: full list of pictures and Python code),https://zbmath.org/900576183,2025.0,open questions,links=https://arxiv.org/abs/2301.05284,https://zbmath.org/900576183,https://arxiv.org/pdf/2301.05284.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2301.05284""]"
zbmath,5840346,"Normals, subnormals and an open question",https://zbmath.org/5840346,2010.0,open question,links=https://doi.org/10.7153/oam-04-26|https://arxiv.org/abs/0906.5412|http://files.ele-math.com/abstracts/oam-04-26-abs.pdf,https://zbmath.org/5840346,https://arxiv.org/pdf/0906.5412.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.7153/oam-04-26"", ""https://arxiv.org/abs/0906.5412"", ""http://files.ele-math.com/abstracts/oam-04-26-abs.pdf""]"
zbmath,5831646,"An experimental mathematics perspective on the old, and still open, question of when to stop?",https://zbmath.org/5831646,2010.0,open question,links=https://arxiv.org/abs/0907.0032,https://zbmath.org/5831646,https://arxiv.org/pdf/0907.0032.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/0907.0032""]"
zbmath,900531147,An answer to an open question in the incremental SVD,https://zbmath.org/900531147,2022.0,open question,links=https://arxiv.org/abs/2204.05398,https://zbmath.org/900531147,https://arxiv.org/pdf/2204.05398.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2204.05398""]"
zbmath,900552131,The open question of time fractional PDEs: needs to store all data,https://zbmath.org/900552131,2022.0,open question,links=https://arxiv.org/abs/2211.07620,https://zbmath.org/900552131,https://arxiv.org/pdf/2211.07620.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2211.07620""]"
zbmath,6550723,The Kourovka notebook. Unsolved problems in group theory.,https://zbmath.org/6550723,2014.0,unsolved problems,links=https://arxiv.org/abs/1401.0300,https://zbmath.org/6550723,https://arxiv.org/pdf/1401.0300.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1401.0300""]"
zbmath,903004242,The Lyapin's notebook: a collection of unsolved problems in Semigroup Theory,https://zbmath.org/903004242,2026.0,unsolved problems,links=https://arxiv.org/abs/2604.04763,https://zbmath.org/903004242,https://arxiv.org/pdf/2604.04763.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2604.04763""]"
zbmath,6189305,Unsolved problems in special and general relativity. 21 collected papers,https://zbmath.org/6189305,2013.0,unsolved problems,links=http://vixra.org/pdf/1306.0200v1.pdf,https://zbmath.org/6189305,http://vixra.org/pdf/1306.0200v1.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://vixra.org/pdf/1306.0200v1.pdf""]"
zbmath,900023497,Problems for problem session,https://zbmath.org/900023497,2005.0,problem session,links=https://arxiv.org/abs/math/0504517,https://zbmath.org/900023497,https://arxiv.org/pdf/math/0504517.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/math/0504517""]"
zbmath,6892307,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/6892307,2018.0,problem collection,links=https://doi.org/10.1016/j.akcej.2018.01.011|https://arxiv.org/abs/1701.07963,https://zbmath.org/6892307,https://arxiv.org/pdf/1701.07963.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.akcej.2018.01.011"", ""https://arxiv.org/abs/1701.07963""]"
zbmath,7069711,Memorial to Javier Cilleruelo: a problem list,https://zbmath.org/7069711,2018.0,problem list,links=http://math.colgate.edu/~integers/s28/s28.pdf,https://zbmath.org/7069711,http://math.colgate.edu/~integers/s28/s28.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://math.colgate.edu/~integers/s28/s28.pdf""]"
zbmath,7569926,Finding structure in sequences of real numbers via graph theory: a problem list,https://zbmath.org/7569926,2022.0,problem list,links=https://doi.org/10.2140/involve.2022.15.251|https://arxiv.org/abs/2012.04625|https://oeis.org/A4086|https://oeis.org/A5132|https://oeis.org/A6068|https://oeis.org/A14486|https://oeis.org/A14631|https://oeis.org/A36552|https://oeis.org/A38554|https://oeis.org/A53392|https://oeis.org/A53985|https://oeis.org/A57163|https://oeis.org/A59343|https://oeis.org/A59893|https://oeis.org/A62383|https://oeis.org/A64736|https://oeis.org/A65369|https://oeis.org/A72800|https://oeis.org/A73791|https://oeis.org/A73792|https://oeis.org/A73793|https://oeis.org/A73794|https://oeis.org/A73795|https://oeis.org/A73796|https://oeis.org/A73835|https://oeis.org/A76641|https://oeis.org/A127202|https://oeis.org/A133058|https://oeis.org/A140589|https://oeis.org/A280864|https://oeis.org/A281488|https://oeis.org/A339568|https://oeis.org/A339570|https://oeis.org/A339571|https://oeis.org/A339695|https://oeis.org/A339696|https://oeis.org/A339697|https://oeis.org/A339731|https://oeis.org/A339732|https://oeis.org/A339733|https://oeis.org/A342851|https://oeis.org/A347520,https://zbmath.org/7569926,https://arxiv.org/pdf/2012.04625.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.2140/involve.2022.15.251"", ""https://arxiv.org/abs/2012.04625"", ""https://oeis.org/A4086"", ""https://oeis.org/A5132"", ""https://oeis.org/A6068"", ""https://oeis.org/A14486"", ""https://oeis.org/A14631"", ""https://oeis.org/A36552"", ""https://oeis.org/A38554"", ""https://oeis.org/A53392"", ""https://oeis.org/A53985"", ""https://oeis.org/A57163"", ""https://oeis.org/A59343"", ""https://oeis.org/A59893"", ""https://oeis.org/A62383"", ""https://oeis.org/A64736"", ""https://oeis.org/A65369"", ""https://oeis.org/A72800"", ""https://oeis.org/A73791"", ""https://oeis.org/A73792"", ""https://oeis.org/A73793"", ""https://oeis.org/A73794"", ""https://oeis.org/A73795"", ""https://oeis.org/A73796"", ""https://oeis.org/A73835"", ""https://oeis.org/A76641"", ""https://oeis.org/A127202"", ""https://oeis.org/A133058"", ""https://oeis.org/A140589"", ""https://oeis.org/A280864"", ""https://oeis.org/A281488"", ""https://oeis.org/A339568"", ""https://oeis.org/A339570"", ""https://oeis.org/A339571"", ""https://oeis.org/A339695"", ""https://oeis.org/A339696"", ""https://oeis.org/A339697"", ""https://oeis.org/A339731"", ""https://oeis.org/A339732"", ""https://oeis.org/A339733"", ""https://oeis.org/A342851"", ""https://oeis.org/A347520""]"
zbmath,900359610,Research Problems in Function Theory (New Edition),https://zbmath.org/900359610,2018.0,research problems,links=https://arxiv.org/abs/1809.07200,https://zbmath.org/900359610,https://arxiv.org/pdf/1809.07200.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1809.07200""]"
zbmath,7727389,Twisted GGP problems and conjectures,https://zbmath.org/7727389,2023.0,problems and conjectures,links=https://doi.org/10.1112/S0010437X23007327|https://arxiv.org/abs/2204.10108,https://zbmath.org/7727389,https://arxiv.org/pdf/2204.10108.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1112/S0010437X23007327"", ""https://arxiv.org/abs/2204.10108""]"
zbmath,7969988,Semigroups of rational functions: some problems and conjectures,https://zbmath.org/7969988,2024.0,problems and conjectures,links=https://arxiv.org/abs/2110.01507,https://zbmath.org/7969988,https://arxiv.org/pdf/2110.01507.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2110.01507""]"
zbmath,5925095,Compactness in Banach space theory -- selected problems,https://zbmath.org/5925095,2010.0,selected problems,links=https://doi.org/10.5052/RACSAM.2010.21|https://arxiv.org/abs/1005.4303,https://zbmath.org/5925095,https://arxiv.org/pdf/1005.4303.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.5052/RACSAM.2010.21"", ""https://arxiv.org/abs/1005.4303""]"
zbmath,900463297,Some open problems in the theory of composites,https://zbmath.org/900463297,2020.0,some open problems,links=https://doi.org/10.1098/rsta.2020.0115|https://arxiv.org/abs/2008.03394,https://zbmath.org/900463297,https://arxiv.org/pdf/2008.03394.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1098/rsta.2020.0115"", ""https://arxiv.org/abs/2008.03394""]"
zbmath,900163144,Algebra and logic. Some problems,https://zbmath.org/900163144,2013.0,some problems,links=https://arxiv.org/abs/1306.0778,https://zbmath.org/900163144,https://arxiv.org/pdf/1306.0778.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1306.0778""]"
zbmath,2209640,An essay on some problems of approximation theory,https://zbmath.org/2209640,2005.0,some problems,links=https://arxiv.org/abs/math/0301380,https://zbmath.org/2209640,https://arxiv.org/pdf/math/0301380.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/math/0301380""]"
zbmath,902898519,Quantitative correlations and some problems on prime factors of consecutive integers,https://zbmath.org/902898519,2025.0,some problems,links=https://arxiv.org/abs/2512.01739,https://zbmath.org/902898519,https://arxiv.org/pdf/2512.01739.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2512.01739""]"
zbmath,6701072,On some problems related to the Hilbert-Smith conjecture,https://zbmath.org/6701072,2016.0,some problems,links=https://doi.org/10.1070/SM8679|https://arxiv.org/abs/1504.07277,https://zbmath.org/6701072,https://arxiv.org/pdf/1504.07277.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1070/SM8679"", ""https://arxiv.org/abs/1504.07277""]"
zbmath,902318314,On some problems of primes with the floor function,https://zbmath.org/902318314,2023.0,some problems,links=https://arxiv.org/abs/2308.16301,https://zbmath.org/902318314,https://arxiv.org/pdf/2308.16301.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/2308.16301""]"
zbmath,2020952,Dispersionless limit of Hirota equations in some problems of complex analysis,https://zbmath.org/2020952,2001.0,some problems,links=https://doi.org/10.1023/A:1012883123413|https://arxiv.org/abs/math/0104169,https://zbmath.org/2020952,https://arxiv.org/pdf/math/0104169.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1023/A:1012883123413"", ""https://arxiv.org/abs/math/0104169""]"
zbmath,900369082,"From Hopf algebras to topological quantum groups. A short history, various aspects and some problems",https://zbmath.org/900369082,2019.0,some problems,links=https://arxiv.org/abs/1901.04328,https://zbmath.org/900369082,https://arxiv.org/pdf/1901.04328.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://arxiv.org/abs/1901.04328""]"
zbmath,6622485,Some problems in the representation theory of simple modular Lie algebras,https://zbmath.org/6622485,2015.0,some problems,links=https://doi.org/10.1090/conm/652/13065|https://arxiv.org/abs/1503.06762,https://zbmath.org/6622485,https://arxiv.org/pdf/1503.06762.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1090/conm/652/13065"", ""https://arxiv.org/abs/1503.06762""]"
zbmath,6607129,"Some problems on knots, braids, and automorphism groups",https://zbmath.org/6607129,2015.0,some problems,links=https://doi.org/10.17377/semi.2015.12.033|https://arxiv.org/abs/1501.05424,https://zbmath.org/6607129,https://arxiv.org/pdf/1501.05424.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.17377/semi.2015.12.033"", ""https://arxiv.org/abs/1501.05424""]"
zbmath,7229677,Existence results for some problems on Riemannian manifolds,https://zbmath.org/7229677,2020.0,some problems,links=https://doi.org/10.4310/CAG.2020.v28.n3.a6|https://arxiv.org/abs/2008.05199,https://zbmath.org/7229677,https://arxiv.org/pdf/2008.05199.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.4310/CAG.2020.v28.n3.a6"", ""https://arxiv.org/abs/2008.05199""]"
zbmath,6949114,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/6949114,2018.0,some problems,links=https://doi.org/10.1080/10556788.2018.1435651|https://arxiv.org/abs/1807.10129,https://zbmath.org/6949114,https://arxiv.org/pdf/1807.10129.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1080/10556788.2018.1435651"", ""https://arxiv.org/abs/1807.10129""]"
zbmath,7399724,Some problems on Cayley graphs,https://zbmath.org/7399724,2013.0,some problems,links=http://www.hippocampus.si/ISBN/978-961-6832-50-2.pdf,https://zbmath.org/7399724,http://www.hippocampus.si/ISBN/978-961-6832-50-2.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""http://www.hippocampus.si/ISBN/978-961-6832-50-2.pdf""]"
zbmath,900161975,Some Problems on the Classical N-Body Problem,https://zbmath.org/900161975,2013.0,some problems,links=https://doi.org/10.1007/s10569-012-9431-1|https://arxiv.org/abs/1305.3191,https://zbmath.org/900161975,https://arxiv.org/pdf/1305.3191.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1007/s10569-012-9431-1"", ""https://arxiv.org/abs/1305.3191""]"
zbmath,6251008,Symmetry and uniqueness of nonnegative solutions of some problems in the halfspace,https://zbmath.org/6251008,2013.0,some problems,links=https://doi.org/10.1016/j.jmaa.2013.02.048|https://arxiv.org/abs/1212.0516,https://zbmath.org/6251008,https://arxiv.org/pdf/1212.0516.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1016/j.jmaa.2013.02.048"", ""https://arxiv.org/abs/1212.0516""]"
zbmath,7377828,"Chevalley groups over Dedekind domains and some problems for \(K_2(2,\mathbb{Z}_S)\)",https://zbmath.org/7377828,2020.0,some problems,links=https://www.sci.u-toyama.ac.jp/math/tmj/archive/tmj41_2020/tmj_41_2020_05.pdf,https://zbmath.org/7377828,https://www.sci.u-toyama.ac.jp/math/tmj/archive/tmj41_2020/tmj_41_2020_05.pdf,direct_pdf,priority,zbmath resolved to direct_pdf,api_ok,,"[""https://www.sci.u-toyama.ac.jp/math/tmj/archive/tmj41_2020/tmj_41_2020_05.pdf""]"
zbmath,8004999,Dimension constraints in some problems involving intermediate curvature,https://zbmath.org/8004999,2025.0,some problems,links=https://doi.org/10.1090/tran/9332|https://arxiv.org/abs/2301.02730,https://zbmath.org/8004999,https://arxiv.org/pdf/2301.02730.pdf,arxiv_pdf,priority,zbmath resolved to arxiv_pdf,api_ok,,"[""https://doi.org/10.1090/tran/9332"", ""https://arxiv.org/abs/2301.02730""]"
